Title,TagsAndSkills,Company,Currency,Salary,Location,Experience,JdURl,Jobdescription,CreatedAt
Business Development Executive,"Product Sales,business development,IT Sales,Development,Marketing,Market research,Cold,Research",Prudent Globaltech Solutions,INR,Not disclosed,Hyderabad,2-7 Yrs,/job-listings-business-development-executive-prudent-globaltech-solutions-hyderabad-secunderabad-2-to-7-years-210322004204,"Solid experience in IT sales & Business development in the applying city,preferably in IT sales (Projects Offshore and On-Site) Salesforce/ Cybersecurity Splunk- Cylance products<br><br>Candidate should have excellent communication and presentation skills<br><br>A go-getter and should have ability to work independently,able to build network and generate business",8/6/2023
Salesforce Technical Architect,"salesforce,project delivery,Solution design,Technical,CRM,Architecture,Project,Delivery",Prudent Globaltech Solutions,INR,10-20 Lacs PA,Hyderabad,5-10 Yrs,/job-listings-salesforce-technical-architect-prudent-globaltech-solutions-hyderabad-secunderabad-5-to-10-years-160522009374,"The role demands excellent communication skills . CERTIFIED CONSULTANTS HIGHLY PREFERED <br><br>Experience in Salesforce Architecture,Lightning should be able to guide a large delivery team of architects,Tech Leads as Lead Architect<br><br>At least 2 End- to- End full cycle enterprise implementations is must <br><br>Should know all aspects of SFDC: Development,Configuration,Integration.",8/6/2023
Lead Salesforce Developer,"Salesforce Sales Cloud,Development,Marketing Cloud,SAAS Sales,Marketing,Apex,Cloud Sales,Sales",Peterson Technology Partners (india),INR,Not disclosed,Remote,8-13 Yrs,/job-listings-lead-salesforce-developer-peterson-technology-partners-india-mumbai-all-areas-8-to-13-years-281222002634,"Salesforce Administrator and Developer Certifications required<br><br>Successful teamwork experience and demonstrated leadership abilities are required . <br><br> . 8-10 years of progressive software development and / or tech lead experience <br><br>Experience with Salesforce.com integration solutions,including SOAP API,REST API,services,and Bulk API",8/6/2023
Technical Trainer,"technical training,Technical,IT training,Software Training,Training delivery,Training,Behavioral training,Need analysis",Foundever,INR,7-9 Lacs PA,Mumbai (All Areas),2-7 Yrs,/job-listings-technical-trainer-foundever-mumbai-all-areas-2-to-7-years-080623009817,Desired Candidate Profile . Any Graduate,8/6/2023
Mega Walk-in Elite & Platinum Relationship Manager,"casa,Portfolio Management,Current Account,Platinum,HNI,Relationship management,Elite,Accounting",Kotak Mahindra Bank,INR,Not disclosed,Hyderabad(Somajiguda +3),12 Jun - 16 Jun,/job-listings-mega-walk-in-elite-platinum-relationship-manager-kotak-mahindra-bank-hyderabad-secunderabad-telangana-1-to-6-years-080623009762,"Very good understanding of Trade and Forex & CA<br><br>Very good understanding of Commercial Assets like CC,OD,TL,Export Finance etc",8/6/2023
CLM Technical consultant,"clm,business process management,design,agile,technology architecture,Architecture,Consulting,Process management",capleo Global,INR,Not disclosed,Remote,5-8 Yrs,/job-listings-clm-technical-consultant-capleo-global-hyderabad-secunderabad-5-to-8-years-080623009741,"<p><strong>Roles and Responsibilities</strong> </p><br /><p>CLM Technical Consultant</p><p>Essential Duties and Responsibilities</p><ul><li>Drive requirements and use case DocuSign CLM sessions with the business stakeholders</li><li>Translate and document user requirements into functional specifications and present them in easy-to-read process/data flows</li><li>Analyze DocuSign CLM issues as a systems Admin, troubleshoot complex contract workflows and issues, document recommended fixes, and have the expertise of how to resolve efficiently</li><li>Lead, manage, and drive tickets to a resolution out of ServiceNow and JIRA</li><li>Communicate to stakeholders with clarity and transparency</li><li>Perform training sessions for stakeholders, users, and technical teams as needed</li><li>Lead multiple, concurrent projects to ensure quality and on-time delivery</li></ul><p>Qualifications</p><ul><li>Bachelors degree in the field of computer science or a similar technical area</li><li>Overall, more than 5 years of software development and Support experience</li><li>3+ years of DocuSign CLM Admin experience in designing and troubleshooting is a must</li><li>Order Management, Legal and P2P domain/functional knowledge is preferred</li><li>Knowledge with JIRA, ServiceNow, Salesforce</li><li>Experience in the agile development cycle, running multiple sprints and leading a team to test & deliver business initiatives</li><li>Strong expertise in business process management, technology architecture point-of-views, tool evaluation, roadmap definition & business partnership</li><li>Excellent critical thinking, problem-solving, and analytical skills with attention to detail.</li><li>Strong verbal and written communication skills including the ability to effectively collaborate with a diverse group of people.</li><li>Self-starting, ability to work with minimal direct supervision; takes ownership.</li><li>Ability to effectively prioritize and execute tasks in a high-pressure environment and must be able to manage multiple requests at the same time.</li><li>Strong team player: the ability to lead peers in the accomplishment of common goals.</li></ul><p><strong>Desired Candidate Profile</strong> </p><br /><br /><p><strong>Perks and Benefits</strong> </p><br /><br />",8/6/2023
Marketing Executive,"lead generation,Field Sales,energy,Communication skills,Field work,Generation,Field,Marketing",Brick&Bolt,INR,"50,000-2.5 Lacs PA","Delhi NCR, Bengaluru, Hyderabad",0-4 Yrs,/job-listings-marketing-executive-brick-bolt-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-0-to-4-years-080623009702,"10+2 or graduates can apply ( Freshers Also) <br><br>Should have a bike<br><br>Average communication,must be able to converse with the local crowd & site owners<br><br>Should have the zeal to travel & sell",8/6/2023
CN - Strategy - SONG - ACE - Amazon Connect - 11,"Cloud,Concept sales,Revenue,Enhancements,Service sales,CN,Customer satisfaction,Ace",Accenture,INR,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Gurgaon, Hyderabad",2-7 Yrs,/job-listings-cn-strategy-song-ace-amazon-connect-11-accenture-solutions-pvt-ltd-mumbai-new-delhi-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-2-to-7-years-080623909588,Support AWS offering leads in responding to RFIs and RFPs. Bring your best skills forward to excel at the role: Good understanding of contact center technology landscape<br><br>Deep expertise on AWS contact center relevant services. Sound experience in developing Amazon Connect flows and Lex bots<br><br>Deep functional and technical understanding of APIs and related integration experience,8/6/2023
Quality Analyst (Technical),"sql,Technical,Tools,Management,Customer management,Monitoring,Quality monitoring,CSAT",Foundever,INR,5-7 Lacs PA,Mumbai (All Areas),1-5 Yrs,/job-listings-quality-analyst-technical-foundever-mumbai-all-areas-1-to-5-years-080623009530,"<p><u><strong>Roles and Responsibilities</strong> </u></p><p> </p><ul><li>The role of the Quality analyst is to ensure that agents provide quality service in line with business objectives. Optimized quality assurance will increase agents' efficiency through behavior modification, enhance the quality of service to customers and improve close rates.</li></ul><p> </p><ul><li>Adhere to the PERFORM principle under PeakOS</li></ul><p> </p><ul><li>Responsible for monitoring associates quality of phone and/or non-voice interactions, as well as tool usage to ensure high level of customer satisfaction and first call resolution.</li><li>Responsible for monitoring associates compliance to business rules and processes, and reporting them for feedback.</li><li>Responsible for completing monitoring forms, including comments detailing associate performance and saving all results in the database for review and reporting.</li><li>Responsible for reviewing customer satisfaction surveys for all clients and service types, complaints and commendations, tracking them onto a database to produce reports.</li><li>Responsible for providing insights and making recommendations for quality improvements for manager/supervisor to coach their teams.</li></ul><br /><p><u><strong>Desired Candidate Profile</strong> </u></p><p> </p><ul><li>College degree or equivalent/related work experience.</li></ul><p> </p><ul><li>One to two years customer service experience. Minimum 12 months of previous call center or relevant experience.</li></ul><br /><p><strong><u>Skill Requirements-</u></strong></p><p>  </p><ul><li>Technical Aptitude</li><li>Basic understanding of SQL.</li><li>CRM software experience, preferably Salesforce.</li><li>Experience in database structures and queries.</li><li>Understanding of APIs and integrations.</li><li>Knowledge of programming, networking and basic computing concepts such as resource contention, garbage collection, and browser caching.</li><li>Experience in troubleshooting SAP, Oracle, or Enterprise planning SaaS.</li><li>Understands sophisticated systems and platform behavior.</li><li>Passion for problem solving and persistence when necessary.</li><li>Experience in SSO (Single Sign On) implementation.</li><li>Emotional Intelligence</li><li>Empathy and Accountability</li><li>Persuasive/Clear Communication</li><li>Effective Listening</li><li>Adaptability</li><li>Attentiveness</li><li>Task Prioritization</li><li>Capabilities & Skills</li><li>Strong ability to understand customer interactions, performance and soft skills</li><li>Demonstrated ability to understand data and trends</li><li>Able to articulate and develop quality strategy in context of the operation.</li><li>Able to articulate complex knowledge simply</li><li>Exceptional interpersonal relationship skills</li></ul><br /><p><strong>Perks and Benefits</strong> </p><br /><br />",8/6/2023
Hubspot Developer ( Part-time),"Hubspot,Part time,HTML,Dynamic,Salesforce,Webhooks,Cs,CRM",Streams Informatics,INR,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Ahmedabad, Bengaluru, Hyderabad, Kolkata",3-7 Yrs,/job-listings-hubspot-developer-part-time-harmony-data-integration-technologies-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-3-to-7-years-080623909378,"Requirements: Bachelors degree in computer science,information technology,or a related field<br><br>Preferred Qualifications: HubSpot certifications,such as HubSpot CMS Developer Certification or HubSpot Marketing Software Certification<br><br>Proven experience as a HubSpot Developer or similar role,with a strong understanding of the HubSpot platform",8/6/2023
Operations Manager (Technical role),"Operations Management,Service delivery,Leadership,Delivery,Operations,People management,SLA management,Service management",Foundever,INR,13-17 Lacs PA,"Navi Mumbai, Mumbai (All Areas)",9-14 Yrs,/job-listings-operations-manager-technical-role-foundever-navi-mumbai-maharashtra-mumbai-all-areas-9-to-14-years-080623009176,"Provide insights based on the team experience and customer contact drivers <br><br>5+ years of experience in managing a team of technical individuals <br><br>Experience managing customer and employee experience through multiple inbound and outbound contact types (emails,calls,and chats) <br><br>Experience and working knowledge of telephony,CRM tools (ZenDesk,SalesForce,etc.)",8/6/2023
Java Back End Developer - Mid Level,"java,Backend,Leveling,JEE,Rest,End,SQL,Development",Digifyde India,INR,Not disclosed,Hyderabad,5-7 Yrs,/job-listings-java-back-end-developer-mid-level-digifyde-india-hyderabad-secunderabad-5-to-7-years-080623009030,Ability to work in a healthy team environment team-first attitude is a MUST <br><br> . Strong Java and J2EE programming experience (Core & Advanced) <br><br>Design patterns knowledge and implementation experience,8/6/2023
